0,3.376799,2.639389,0.912825,-0.430520,23.000000
1,2.918278,2.323379,0.933430,0.300444,127.000000
2,2.918137,2.344559,0.969099,-0.032761,42.000000
3,3.947540,3.118101,0.842142,-0.117990,134.000000
4,2.884785,2.308838,0.968180,-0.229470,60.000000
5,4.102471,3.180652,0.843211,-0.806861,-15.000000
6,3.106052,2.472261,0.936415,0.089809,49.000000
7,4.186603,3.276032,0.827221,-0.587089,60.000000
8,2.735282,2.209713,0.975716,0.139373,134.000000
9,2.626905,2.160201,0.990063,-0.005623,-15.000000
10,3.790718,2.992836,0.852611,0.079278,148.000000
11,4.203201,3.321827,0.802044,-0.230398,87.000000
12,4.007778,3.157378,0.835075,-0.236942,119.000000
13,4.265508,3.336694,0.802845,-0.586123,0.000000
14,3.411945,2.660397,0.888811,-0.117596,112.000000
15,3.147365,2.490102,0.939047,-0.421681,-15.000000
16,2.629411,2.121620,0.969883,0.544871,-15.000000
17,3.889886,3.024388,0.869903,-0.595144,55.000000
18,3.033143,2.410326,0.946032,-0.327780,-5.000000
19,3.553728,2.770697,0.899936,-0.348546,74.000000
20,2.721730,2.215119,0.992164,-0.174285,85.000000
21,4.435731,3.465888,0.809181,-0.871174,1.000000
22,2.688149,2.200813,0.995655,0.078866,20.000000
23,2.670989,2.192812,0.995585,-0.108856,7.000000
24,3.068502,2.428991,0.928580,-0.035545,88.000000
25,2.620895,2.128037,0.975328,0.276677,-15.000000
26,2.642086,2.163087,0.991749,0.359945,135.000000
27,3.249764,2.576423,0.930077,-0.065878,3.000000
28,4.369964,3.424038,0.808396,-0.692252,38.000000
29,2.652386,2.181962,0.995566,-0.204346,-10.000000
30,4.220455,3.281677,0.824088,-0.795313,-15.000000
31,3.392436,2.658263,0.865855,0.401856,167.000000
32,3.366858,2.632366,0.912902,-0.405246,30.000000
33,3.800313,2.980787,0.850717,-0.120946,147.000000
34,2.624135,2.139526,0.980364,0.269862,-15.000000
35,2.686157,2.198539,0.996195,-0.121896,43.000000
36,2.813016,2.262924,0.976806,-0.111339,88.000000
37,2.662173,2.180654,0.992601,0.261679,17.000000
38,2.620589,2.152716,0.986115,-0.064076,-15.000000
39,2.736393,2.236704,0.994883,-0.063540,11.000000
40,2.628326,2.141809,0.987532,0.597223,50.000000
41,3.294618,2.577743,0.920835,-0.519730,10.000000
42,2.694994,2.197984,0.991874,-0.028091,100.000000
43,2.660961,2.183381,0.996438,0.053685,83.000000
44,2.628442,2.165553,0.993903,-0.045282,18.000000
45,4.086774,3.208282,0.841813,-0.449210,102.000000
