0,-102.587539,1089.505368,-1857.101715,23.000000,9.179196,0.983020
1,-33.972367,633.050166,-1053.977875,127.000000,3.500663,0.937942
2,-53.669763,791.496886,-1392.204361,42.000000,3.441331,0.987987
3,-83.449068,983.723501,-1487.121351,134.000000,12.917796,0.964471
4,-74.296299,928.886029,-1615.141052,60.000000,3.755716,0.985125
5,-186.263379,1464.879979,-2348.352330,-15.000000,19.828722,0.990014
6,-47.551806,745.896053,-1261.714999,49.000000,5.025727,0.978634
7,-157.817818,1349.041248,-2055.407768,60.000000,18.750797,0.989828
8,-40.845556,692.468919,-1211.508085,134.000000,2.088703,0.954283
9,-30.448717,600.312080,-1362.519872,-15.000000,0.886253,0.971789
10,-64.747024,867.987893,-1272.488227,148.000000,10.796497,0.959511
11,-107.131798,1113.146507,-1616.224488,87.000000,16.500145,0.981564
12,-99.909907,1075.331872,-1623.877879,119.000000,14.317128,0.974430
13,-158.027654,1349.932153,-2054.157655,0.000000,20.670878,0.995968
14,-73.829449,926.001924,-1486.676282,112.000000,9.364216,0.963579
15,-90.175893,1022.152345,-1846.164829,-15.000000,6.316803,0.981988
16,-6.509777,293.352050,-831.378667,-15.000000,-0.022471,0.912006
17,-150.273854,1316.611222,-2065.843536,55.000000,15.462384,0.982981
18,-78.219056,952.775208,-1731.673898,-5.000000,5.205663,0.984079
19,-104.075493,1097.302415,-1756.725123,74.000000,11.092657,0.979561
20,-64.627275,867.197071,-1551.219786,85.000000,2.283905,0.992057
21,-218.496927,1585.951268,-2437.302349,1.000000,23.487688,0.994875
22,-37.627346,665.308471,-1272.910422,20.000000,1.536739,0.998237
23,-46.795010,740.059938,-1476.826743,7.000000,1.548825,0.993465
24,-59.972757,835.879225,-1395.264595,88.000000,5.401202,0.967383
25,-10.027675,355.481987,-1076.681066,-15.000000,0.128977,0.919710
26,-24.719486,542.883642,-997.963622,135.000000,1.022154,0.973036
27,-61.206424,844.293087,-1428.782045,3.000000,6.478091,0.978535
28,-185.227802,1460.823930,-2193.458487,38.000000,21.528799,0.993070
29,-49.949269,764.090135,-1585.906817,-10.000000,1.466033,0.989539
30,-186.823949,1467.070890,-2332.536516,-15.000000,21.411034,0.991947
31,-33.971714,633.044255,-959.214637,167.000000,7.682642,0.938265
32,-100.174780,1076.742238,-1825.901951,30.000000,9.040707,0.982587
33,-85.448902,995.303100,-1490.459766,147.000000,11.955282,0.957507
34,-13.941981,413.789728,-1083.225457,-15.000000,0.343119,0.942395
35,-54.587160,798.110194,-1491.532482,43.000000,1.860062,0.998646
36,-62.937969,855.963084,-1479.622265,88.000000,3.010880,0.982095
37,-24.963672,545.454685,-1091.103495,17.000000,1.033156,0.988975
38,-27.684260,573.320463,-1426.780809,-15.000000,0.747153,0.955258
39,-46.849649,740.482830,-1426.186111,11.000000,1.906131,0.997192
40,-11.269933,374.970157,-786.965598,50.000000,0.359365,0.970226
41,-108.660383,1120.986792,-1969.033040,10.000000,8.410938,0.982490
42,-51.250203,773.783753,-1387.077965,100.000000,1.927710,0.987554
43,-41.553057,698.298320,-1298.822617,83.000000,1.468967,0.994106
44,-38.797048,675.306683,-1405.988798,18.000000,1.116587,0.984083
45,-132.469982,1236.708701,-1880.319478,102.000000,16.201627,0.977711
