08075900,0,0.386455,35.489892,103.365915,-6.000000,-0.846455,0.889256
08076000,1,0.077666,72.784137,130.497283,-30.000000,-0.402509,0.761710
08076180,2,0.465188,23.898216,18.162658,-21.000000,0.650013,0.884185
08076500,3,-0.304570,16.772972,-27.045774,-13.000000,8.900734,0.959083
08076700,4,0.153834,98.827838,190.348617,12.000000,-0.672908,0.992982
08075900,0,0.294195,38.064815,109.735234,-8.000000,-0.856345,0.840153
08076000,1,0.035553,74.427218,136.158048,-30.000000,-0.762735,0.762748
08076180,2,0.332696,26.694807,27.663725,-21.000000,-0.736453,0.882003
08076500,3,-0.313211,16.828431,-31.906058,15.000000,2.643131,0.964895
08076700,4,0.146610,99.248830,188.690846,11.000000,-0.789291,0.994493
08075900,0,0.677389,25.734805,80.096877,-3.000000,3.846651,0.975101
08076000,1,0.618810,46.791119,45.404508,-25.000000,3.162044,0.813949
08076180,2,0.480607,23.551205,-14.212221,-21.000000,15.539172,0.783396
08076500,3,-6.189850,39.376418,-37.987186,15.000000,54.549782,0.641934
08076700,4,0.848726,41.786216,65.787728,18.000000,0.413224,0.958085
08075900,0,-0.420920,54.009013,153.477056,105.000000,-1.000000,nan
08076000,1,-0.388869,89.314784,198.252698,-30.000000,-0.669319,0.696963
08076180,2,-0.383722,38.440532,79.245868,103.000000,0.215116,0.010431
08076500,3,-0.008554,14.747755,30.489914,-20.000000,4.833358,0.514477
08076700,4,-0.897252,147.983755,281.360174,6.000000,-0.927293,0.994934
08075900,0,-0.087091,47.240480,130.137020,-23.000000,-0.925513,0.687980
08076000,1,-0.338623,87.684301,184.610527,-30.000000,-0.982733,0.673843
08076180,2,-0.054807,33.562284,52.434866,-21.000000,-0.963033,0.850847
08076500,3,0.328637,12.032478,-22.777102,-13.000000,-0.490036,0.967467
08076700,4,-0.542397,133.428808,243.705242,-2.000000,-0.943908,0.975226
08075900,0,0.650446,26.787908,84.237360,-5.000000,4.290173,0.964038
08076000,1,0.492562,53.986351,61.613475,-30.000000,3.296681,0.777956
08076180,2,0.423746,24.806878,-9.871687,-21.000000,14.450477,0.699193
08076500,3,-5.868388,38.486084,-36.632487,15.000000,53.943508,0.573426
08076700,4,0.646472,63.879788,130.575400,13.000000,0.124329,0.987250
08075900,0,-0.130892,48.182780,135.824499,-24.000000,-0.939937,0.740799
08076000,1,-0.302422,86.490506,184.016162,-30.000000,-0.979127,0.749327
08076180,2,-0.187817,35.615557,68.651550,-21.000000,-0.976608,0.845255
08076500,3,0.109327,13.859112,-24.916903,-12.000000,-0.433467,0.975529
08076700,4,-0.580128,135.050937,247.509190,-2.000000,-0.947973,0.976135
08075900,0,0.346162,36.636710,106.431231,-6.000000,-0.854586,0.882475
08076000,1,0.158656,69.515155,124.134942,-30.000000,-0.400621,0.776160
08076180,2,0.340568,26.536883,31.214341,-21.000000,0.340874,0.867677
08076500,3,-0.758186,19.471916,-34.289605,15.000000,7.838144,0.969029
