08075900,0,-1.765138,2.250670,-2.038258,-7.000000,0.100821,0.929641
08076000,1,-0.927066,2.731914,-1.342575,-30.000000,0.205313,0.948033
08076180,2,-1.528608,3.103756,-1.140629,-21.000000,0.256509,0.725269
08076500,3,-7.771530,3.031621,-2.440965,-5.000000,0.233888,0.820579
08076700,4,-0.322103,2.866022,6.133968,12.000000,-0.720802,0.960813
08075900,0,-1.106257,1.964306,-1.890757,-12.000000,0.083967,0.932848
08076000,1,-0.438131,2.360032,-1.271824,-30.000000,0.177442,0.965183
08076180,2,-0.680078,2.529947,-1.022877,-21.000000,0.207106,0.822992
08076500,3,-6.181023,2.743029,-2.473071,-5.000000,0.210231,0.883170
08076700,4,-0.354730,2.901171,6.143793,11.000000,-0.797559,0.978137
08075900,0,-5.691693,3.501236,-2.321783,-4.000000,0.164208,0.861007
08076000,1,-3.832053,4.325981,-1.619990,-26.000000,0.321462,0.634831
08076180,2,-3.935880,4.336398,-1.452790,-21.000000,0.365370,0.452142
08076500,3,-13.010308,3.831432,-2.471030,-4.000000,0.294655,0.439630
08076700,4,-0.056992,2.562612,5.631326,18.000000,-0.384109,0.906654
08075900,0,-0.158428,1.456759,1.366277,-3.000000,0.045644,0.585066
08076000,1,-0.519243,2.425673,0.593479,-30.000000,0.159188,0.867668
08076180,2,-1.248208,2.926612,0.353327,-21.000000,0.217465,0.304532
08076500,3,-4.566338,2.415027,-0.971313,-17.000000,0.178706,0.418834
08076700,4,-0.680921,3.231622,6.912598,6.000000,-0.796046,0.826998
08075900,0,0.197260,1.212665,-1.199553,-25.000000,0.017914,0.922999
08076000,1,-0.305871,2.248893,-0.724352,-30.000000,0.148419,0.771355
08076180,2,0.966824,0.355517,-0.670374,-21.000000,-0.015472,0.989989
08076500,3,-1.550096,1.634615,-2.410148,-6.000000,0.078824,0.953719
08076700,4,-0.608728,3.161463,6.463054,-2.000000,-0.964619,0.990446
08075900,0,-6.325472,3.663289,-2.372790,-6.000000,0.171999,0.852680
08076000,1,-4.224941,4.498414,-1.792529,-30.000000,0.333246,0.556926
08076180,2,-4.110018,4.412229,-1.473448,-21.000000,0.371209,0.413661
08076500,3,-14.275601,4.000704,-2.536488,-5.000000,0.308278,0.404691
08076700,4,-0.110496,2.626669,5.799675,13.000000,-0.401280,0.880448
08075900,0,0.355723,1.086400,-0.871891,-26.000000,0.029557,0.926088
