datetime,discharge,stage
2017-04-01 05:00:00,5.9182112,5.1724559999999995
2017-04-01 05:15:00,5.9182112,5.1724559999999995
2017-04-01 05:30:00,6.0031616,5.175504
2017-04-01 05:45:00,6.088112,5.178552
2017-04-01 06:00:00,6.0031616,5.175504
2017-04-01 06:15:00,6.088112,5.178552
2017-04-01 06:30:00,6.088112,5.178552
2017-04-01 06:45:00,6.1730624,5.1816
2017-04-01 07:00:00,6.2580127999999995,5.184648000000001
2017-04-01 07:15:00,6.2580127999999995,5.184648000000001
2017-04-01 07:30:00,6.2580127999999995,5.184648000000001
2017-04-01 07:45:00,6.3429632,5.187696
2017-04-01 08:00:00,6.3429632,5.187696
2017-04-01 08:15:00,6.3429632,5.187696
2017-04-01 08:30:00,6.4279136,5.1907440000000005
2017-04-01 08:45:00,6.3429632,5.187696
2017-04-01 09:00:00,6.2580127999999995,5.184648000000001
2017-04-01 09:15:00,6.2580127999999995,5.184648000000001
2017-04-01 09:30:00,6.1730624,5.1816
2017-04-01 09:45:00,6.1730624,5.1816
2017-04-01 10:00:00,6.0031616,5.175504
2017-04-01 10:15:00,5.9182112,5.1724559999999995
2017-04-01 10:30:00,5.8332608,5.169408000000001
2017-04-01 10:45:00,5.66336,5.163312
2017-04-01 11:00:00,5.5500928,5.160264
2017-04-01 11:15:00,5.380192,5.154168
2017-04-01 11:30:00,5.2952416,5.15112
2017-04-01 11:45:00,5.1253408,5.145024
2017-04-01 12:00:00,5.1253408,5.145024
2017-04-01 12:15:00,4.95544,5.138928
2017-04-01 12:30:00,4.7855392,5.1328320000000005
2017-04-01 12:45:00,4.7855392,5.1328320000000005
2017-04-01 13:00:00,4.7005888,5.129784
2017-04-01 13:15:00,4.6156384,5.126736
2017-04-01 13:30:00,4.530688,5.123688
2017-04-01 13:45:00,4.4457376,5.120640000000001
2017-04-01 14:00:00,4.4457376,5.120640000000001
2017-04-01 14:15:00,4.389104,5.117592
2017-04-01 14:30:00,4.389104,5.117592
2017-04-01 14:45:00,4.389104,5.117592
2017-04-01 15:00:00,4.389104,5.117592
2017-04-01 15:15:00,4.389104,5.117592
2017-04-01 15:30:00,4.4457376,5.120640000000001
2017-04-01 15:45:00,4.530688,5.123688
2017-04-01 16:00:00,4.6156384,5.126736
2017-04-01 16:15:00,4.7005888,5.129784
2017-04-01 16:30:00,4.7855392,5.1328320000000005
2017-04-01 16:45:00,4.8704896,5.135880000000001
