datetime,discharge,stage
2017-04-01 05:00:00,40.776192,2.045208
2017-04-01 05:15:00,42.192032,2.069592
2017-04-01 05:30:00,41.342528,2.051304
2017-04-01 05:45:00,42.192032,2.0665440000000004
2017-04-01 06:00:00,42.4752,2.0726400000000003
2017-04-01 06:15:00,42.758368,2.0726400000000003
2017-04-01 06:30:00,42.758368,2.0726400000000003
2017-04-01 06:45:00,43.607872,2.078736
2017-04-01 07:00:00,43.041536,2.069592
2017-04-01 07:15:00,43.324704,2.075688
2017-04-01 07:30:00,43.324704,2.0726400000000003
2017-04-01 07:45:00,42.758368,2.0634959999999998
2017-04-01 08:00:00,43.324704,2.075688
2017-04-01 08:15:00,43.041536,2.0665440000000004
2017-04-01 08:30:00,43.607872,2.0817840000000003
2017-04-01 08:45:00,43.041536,2.0665440000000004
2017-04-01 09:00:00,43.324704,2.075688
2017-04-01 09:15:00,42.758368,2.0634959999999998
2017-04-01 09:30:00,42.192032,2.048256
2017-04-01 09:45:00,42.758368,2.060448
2017-04-01 10:00:00,43.324704,2.0726400000000003
2017-04-01 10:15:00,42.758368,2.060448
2017-04-01 10:30:00,42.4752,2.054352
2017-04-01 10:45:00,42.192032,2.048256
2017-04-01 11:00:00,41.625696,2.029968
2017-04-01 11:15:00,41.625696,2.036064
2017-04-01 11:30:00,41.625696,2.033016
2017-04-01 11:45:00,41.625696,2.036064
2017-04-01 12:00:00,41.342528,2.02692
2017-04-01 12:15:00,41.625696,2.029968
2017-04-01 12:30:00,41.05936,2.017776
2017-04-01 12:45:00,40.493024,2.0055840000000003
2017-04-01 13:00:00,40.493024,2.008632
2017-04-01 13:15:00,40.493024,2.008632
2017-04-01 13:30:00,39.64352,1.987296
2017-04-01 13:45:00,39.926688,1.9903440000000001
2017-04-01 14:00:00,39.926688,1.993392
2017-04-01 14:15:00,38.510848,1.972056
2017-04-01 14:30:00,37.944511999999996,1.969008
2017-04-01 14:45:00,37.661344,1.9751040000000002
2017-04-01 15:00:00,37.378175999999996,1.969008
2017-04-01 15:15:00,37.378175999999996,1.984248
2017-04-01 15:30:00,36.528672,1.9751040000000002
2017-04-01 15:45:00,36.245504,1.972056
2017-04-01 16:00:00,35.962336,1.9812
2017-04-01 16:15:00,36.245504,1.9812
2017-04-01 16:30:00,35.112832,1.972056
2017-04-01 16:45:00,35.112832,1.972056
2017-04-01 17:00:00,34.546496,1.969008
2017-04-01 17:15:00,34.829664,1.9781520000000001
2017-04-01 17:30:00,33.98016,1.969008
2017-04-01 17:45:00,33.413824,1.9629120000000002
2017-04-01 18:00:00,32.847488,1.956816
2017-04-01 18:15:00,32.56432,1.956816
2017-04-01 18:30:00,32.56432,1.959864
2017-04-01 18:45:00,31.714816,1.9446240000000001
2017-04-01 19:00:00,31.14848,1.9446240000000001
2017-04-01 19:15:00,31.14848,1.9507200000000002
2017-04-01 19:30:00,30.865312,1.9446240000000001
2017-04-01 19:45:00,31.14848,1.947672
2017-04-01 20:00:00,31.14848,1.9446240000000001
2017-04-01 20:15:00,30.582144,1.9263360000000003
2017-04-01 20:30:00,30.865312,1.93548
2017-04-01 20:45:00,30.582144,1.93548
2017-04-01 21:00:00,29.73264,1.914144
2017-04-01 21:15:00,30.015808,1.92024
2017-04-01 21:30:00,29.449472,1.901952
2017-04-01 21:45:00,30.015808,1.908048
2017-04-01 22:00:00,29.73264,1.895856
2017-04-01 22:15:00,30.015808,1.88976
2017-04-01 22:30:00,29.73264,1.871472
2017-04-01 22:45:00,29.166304,1.856232
2017-04-01 23:00:00,28.599968,1.8409920000000002
2017-04-01 23:15:00,28.883136,1.8379440000000002
2017-04-01 23:30:00,28.3168,1.819656
2017-04-01 23:45:00,28.1185824,1.8105120000000001
2017-04-02 00:00:00,27.5522464,1.792224
