
USGS	08068500	2017-04-01 00:00	CDT	100	A	74.32	A
USGS	08068500	2017-04-01 00:15	CDT	100	A	74.32	A
USGS	08068500	2017-04-01 00:30	CDT	100	A	74.32	A
USGS	08068500	2017-04-01 00:45	CDT	100	A	74.32	A
USGS	08068500	2017-04-01 01:00	CDT	98.5	A	74.31	A
USGS	08068500	2017-04-01 01:15	CDT	98.5	A	74.31	A
USGS	08068500	2017-04-01 01:30	CDT	100	A	74.32	A
USGS	08068500	2017-04-01 01:45	CDT	98.5	A	74.31	A
USGS	08068500	2017-04-01 02:00	CDT	98.5	A	74.31	A
USGS	08068500	2017-04-01 02:15	CDT	98.5	A	74.31	A
USGS	08068500	2017-04-01 02:30	CDT	98.5	A	74.31	A
USGS	08068500	2017-04-01 02:45	CDT	96.8	A	74.30	A
USGS	08068500	2017-04-01 03:00	CDT	96.8	A	74.30	A
USGS	08068500	2017-04-01 03:15	CDT	96.8	A	74.30	A
USGS	08068500	2017-04-01 03:30	CDT	96.8	A	74.30	A
USGS	08068500	2017-04-01 03:45	CDT	95.2	A	74.29	A
USGS	08068500	2017-04-01 04:00	CDT	95.2	A	74.29	A
USGS	08068500	2017-04-01 04:15	CDT	95.2	A	74.29	A
USGS	08068500	2017-04-01 04:30	CDT	95.2	A	74.29	A
USGS	08068500	2017-04-01 04:45	CDT	93.6	A	74.28	A
USGS	08068500	2017-04-01 05:00	CDT	93.6	A	74.28	A
USGS	08068500	2017-04-01 05:15	CDT	93.6	A	74.28	A
USGS	08068500	2017-04-01 05:30	CDT	92.0	A	74.27	A
USGS	08068500	2017-04-01 05:45	CDT	92.0	A	74.27	A
USGS	08068500	2017-04-01 06:00	CDT	92.0	A	74.27	A
USGS	08068500	2017-04-01 06:15	CDT	90.4	A	74.26	A
USGS	08068500	2017-04-01 06:30	CDT	90.4	A	74.26	A
USGS	08068500	2017-04-01 06:45	CDT	90.4	A	74.26	A
USGS	08068500	2017-04-01 07:00	CDT	90.4	A	74.26	A
USGS	08068500	2017-04-01 07:15	CDT	88.8	A	74.25	A
USGS	08068500	2017-04-01 07:30	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 07:45	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 08:00	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 08:15	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 08:30	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 08:45	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 09:00	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 09:15	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 09:30	CDT	85.7	A	74.23	A
USGS	08068500	2017-04-01 09:45	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 10:00	CDT	85.7	A	74.23	A
USGS	08068500	2017-04-01 10:15	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 10:30	CDT	84.2	A	74.22	A
USGS	08068500	2017-04-01 10:45	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 11:00	CDT	87.3	A	74.24	A
USGS	08068500	2017-04-01 11:15	CDT	84.2	A	74.22	A
USGS	08068500	2017-04-01 11:30	CDT	85.7	A	74.23	A
USGS	08068500	2017-04-01 11:45	CDT	85.7	A	74.23	A
