0,8.787350,1.467876,0.900030,-9.822175,-15.000000
0,17.007270,3.225466,-0.136426,-17.290739,30.000000
0,11.100930,4.676593,-0.008664,-11.253446,30.000000
0,7.731906,11.942169,0.902860,-8.709849,0.000000
0,8.366926,1.620002,0.833337,-9.344981,-15.000000
0,6.509866,4.318721,0.208462,-6.469220,19.000000
0,6.539498,9.414219,0.980643,-9.797108,0.000000
0,8.879681,13.728988,-0.710526,-9.087089,30.000000
0,7.125186,0.817084,-0.992196,-8.482222,-30.000000
0,5.106547,8.039864,0.690114,-5.181404,11.000000
0,7.590564,1.126928,0.082034,-5.680485,716.000000
0,15.713003,2.483129,-0.045716,-13.793457,840.000000
0,10.462980,3.102874,0.288298,-7.622551,603.000000
0,7.174860,5.934179,0.606465,-6.578076,-102.000000
0,7.958747,1.228055,0.249091,-5.478147,582.000000
0,5.407682,2.805331,0.099223,-4.203720,766.000000
0,9.336562,6.222113,0.273123,-6.997896,516.000000
0,11.777329,7.332757,0.679034,-11.392737,450.000000
0,9.594975,0.937239,0.413469,-7.716717,451.000000
0,8.670602,6.530398,0.317846,-4.168243,670.000000
1,7.734508,1.147727,0.049088,-5.668699,672.000000
1,15.713087,2.483143,-0.046919,-13.828117,840.000000
1,10.804739,3.197689,0.225753,-7.861147,524.000000
1,7.499048,6.204610,0.496979,-6.778078,-97.000000
1,8.089307,1.247455,0.314344,-5.608815,-292.000000
1,5.486701,2.845626,0.019304,-4.239793,757.000000
1,9.352036,6.177217,0.311953,-7.061056,-315.000000
1,11.503994,7.049533,0.814601,-11.661377,78.000000
1,9.723077,0.948844,0.570862,-7.980862,71.000000
1,8.745271,6.435292,0.395438,-4.655958,184.000000
2,7.562487,1.122896,0.134090,-5.661033,724.000000
2,15.712957,2.483121,-0.045334,-13.773121,840.000000
2,10.335311,3.062687,0.499072,-7.414815,603.000000
2,7.086294,5.842275,0.722844,-6.579023,-98.000000
2,7.904228,1.219364,0.273248,-5.415466,608.000000
2,5.390328,2.796173,0.208799,-4.176862,767.000000
2,9.311474,6.203111,0.275280,-6.954759,539.000000
2,11.668757,7.248716,0.686543,-11.303332,496.000000
2,9.492444,0.926715,0.433950,-7.627299,505.000000
2,8.575238,6.477267,0.350153,-4.183820,26.000000
3,7.655994,1.136893,0.058650,-5.777592,714.000000
3,15.713086,2.483143,-0.044215,-13.852039,840.000000
3,10.827405,3.213495,-0.023214,-8.083618,621.000000
3,7.663227,6.351116,0.521394,-6.920933,-88.000000
3,8.163883,1.260924,0.196375,-5.636743,588.000000
3,5.607930,2.895332,0.487386,-4.484080,-259.000000
3,9.543116,6.438005,0.246671,-7.143891,525.000000
3,12.469302,7.888937,0.572180,-11.750682,463.000000
3,10.014744,0.982308,0.319251,-7.974480,442.000000
3,9.074670,6.871051,0.247777,-4.553459,703.000000
4,7.597895,1.127334,0.100110,-5.595458,697.000000
4,15.713000,2.483128,-0.048265,-13.771547,840.000000
4,10.339168,3.062466,0.476947,-7.322934,-124.000000
4,6.979516,5.761263,0.683760,-6.405995,0.000000
4,7.859777,1.210757,0.320869,-5.389970,510.000000
4,5.409083,2.805822,0.152877,-4.149797,761.000000
4,9.164214,5.988059,0.323867,-6.906609,416.000000
4,10.973826,6.674873,0.835757,-11.298928,170.000000
4,9.269527,0.900328,0.550377,-7.610434,327.000000
4,8.332901,6.167935,0.404916,-4.226927,157.000000
5,7.666035,1.137172,0.095429,-5.593060,673.000000
5,15.713043,2.483136,-0.049120,-13.786743,840.000000
5,10.527423,3.114646,0.400622,-7.509853,513.000000
5,7.213514,5.951676,0.620096,-6.588172,-95.000000
5,7.935466,1.222022,0.344211,-5.497158,-287.000000
5,5.443552,2.823283,0.146352,-4.162784,756.000000
5,9.179026,5.969608,0.343125,-6.964215,-315.000000
5,10.828651,6.572628,0.891704,-11.469042,72.000000
5,9.300943,0.902726,0.625650,-7.802651,-240.000000
5,8.369125,6.119975,0.443621,-4.489799,134.000000
6,7.509184,1.113267,0.180348,-5.421151,703.000000
6,15.712914,2.483114,-0.051900,-13.712204,840.000000
6,9.927661,2.939958,0.776483,-7.135520,-118.000000
6,6.567743,5.356360,0.810743,-6.231264,-87.000000
6,7.563208,1.159106,0.422416,-5.281513,-132.000000
6,5.377521,2.789121,0.360611,-4.013251,759.000000
6,8.788453,5.541902,0.413247,-6.839867,-194.000000
6,9.675527,5.913192,0.920538,-10.935264,-75.000000
6,8.441259,0.810511,0.672726,-7.399802,-240.000000
6,7.315702,5.349522,0.594012,-4.057476,-15.000000
7,7.744408,1.149412,0.013804,-5.717220,678.000000
7,15.713103,2.483146,-0.045370,-13.852554,840.000000
7,10.916193,3.233426,0.095170,-8.014814,535.000000
7,7.612414,6.309581,0.430655,-6.833058,-99.000000
7,8.159105,1.259057,0.300055,-5.634879,-248.000000
7,5.526955,2.864728,0.025961,-4.302360,757.000000
7,9.449744,6.295809,0.290776,-7.107304,-315.000000
7,11.893418,7.357867,0.745413,-11.723254,119.000000
7,9.920741,0.970415,0.514424,-8.025834,127.000000
7,8.938996,6.625086,0.355906,-4.682623,281.000000
8,7.521474,1.111507,0.222673,-5.181510,630.000000
8,15.712947,2.483119,-0.060579,-13.692018,840.000000
8,9.855432,2.915474,0.805809,-7.079574,-217.000000
8,6.398422,5.171204,0.840319,-6.189147,-113.000000
8,7.178711,1.086174,0.606353,-5.319930,-330.000000
8,5.414068,2.807059,0.497884,-3.953341,743.000000
8,8.030172,4.691425,0.575056,-6.810325,-138.000000
8,7.533683,5.238185,0.577168,-5.658759,3.000000
8,6.571188,0.625594,0.977824,-7.528630,-240.000000
8,5.860607,4.140639,0.785994,-3.956436,-15.000000
9,7.639655,1.134659,0.044523,-5.819487,720.000000
9,15.713086,2.483143,-0.043077,-13.865091,840.000000
9,10.843485,3.221328,-0.126993,-8.154111,644.000000
9,7.751049,6.430991,0.493848,-6.957921,-28.000000
9,8.185799,1.264792,0.089862,-5.670485,612.000000
9,5.697702,2.937135,0.625564,-4.555305,-183.000000
9,9.596242,6.514096,0.203943,-7.184547,566.000000
9,12.677364,8.105903,0.483684,-11.865383,541.000000
9,10.072469,0.989351,0.229875,-8.015536,507.000000
9,9.137270,6.971940,0.205261,-4.613100,719.000000
10,8.025975,1.192195,-0.232908,-6.068652,708.000000
10,15.713320,2.483183,-0.040511,-14.057529,840.000000
10,11.488505,3.417064,-0.435318,-8.921553,540.000000
10,8.647164,7.173059,0.383359,-7.738325,-24.000000
10,8.652106,1.337023,0.197640,-6.056194,208.000000
10,6.732333,3.446970,0.597377,-5.757264,-123.000000
10,10.064126,6.896420,0.243805,-7.581094,36.000000
10,13.499896,8.767360,0.369593,-12.293655,684.000000
10,10.725821,1.057225,0.181957,-8.454062,468.000000
10,9.823948,7.552085,0.137905,-5.184108,705.000000
11,7.446089,1.100018,0.256253,-5.116294,665.000000
11,15.712908,2.483112,-0.062363,-13.672592,840.000000
11,9.704050,2.875523,0.852163,-6.885167,-147.000000
11,5.817725,4.674375,0.914762,-5.979525,15.000000
11,7.038496,1.060342,0.618354,-5.273253,-206.000000
11,5.384876,2.791999,0.618728,-3.905409,744.000000
11,7.842477,4.558731,0.602992,-6.797375,-281.000000
11,7.606877,5.257272,0.293678,-9.720030,-75.000000
11,6.453673,0.608931,0.953063,-7.421484,-240.000000
11,5.528144,3.945280,0.819915,-3.714535,-15.000000
12,7.681839,1.139579,0.073374,-5.607486,671.000000
12,15.713051,2.483137,-0.048524,-13.796047,840.000000
12,10.592807,3.134293,0.346155,-7.603640,511.000000
12,7.272754,6.005978,0.581633,-6.621832,-98.000000
12,7.968222,1.227470,0.332219,-5.519417,-315.000000
12,5.448618,2.826069,0.105379,-4.176714,756.000000
12,9.209646,6.007915,0.337859,-6.970362,-315.000000
12,10.933082,6.645339,0.885191,-11.506803,32.000000
12,9.386151,0.912192,0.620145,-7.842362,71.000000
12,8.437876,6.170289,0.436908,-4.533739,149.000000
13,7.767576,1.153895,-0.122200,-6.130698,743.000000
13,15.713240,2.483170,-0.038518,-14.042478,840.000000
13,11.082336,3.302578,-0.403196,-8.837588,660.000000
13,8.520077,7.140446,-0.464411,-7.802972,438.000000
13,8.439940,1.305531,-0.485985,-6.094956,503.000000
