,08076500_sim,08076500_obs,08075900_sim,08075900_obs,08076000_sim,08076000_obs,08076180_sim,08076180_obs,08076700_sim,08076700_obs
2017-08-27 22:00:00,96.71924058401689,150.362208,24.412870244007948,317.14816,100.6018511508516,696.5932799999998,36.00404267962757,549.34592,1642.9294878443493,1495.12704
2017-08-27 22:15:00,98.14338506434744,150.645376,28.840185623453497,314.31647999999996,106.22342674218197,699.4249599999998,36.98925087323669,563.50432,1668.3039696540257,1537.60224
2017-08-27 22:30:00,98.96579124301965,150.645376,33.151943413541915,314.31647999999996,112.237513816743,705.0883200000001,39.19137060032981,569.16768,1683.5694920678943,1543.2656
2017-08-27 22:45:00,99.58733525267277,150.645376,34.66444379037075,311.4848,119.80506277596199,696.5932799999998,43.372991683437746,569.16768,1701.0690650377653,1540.43392
2017-08-27 23:00:00,100.11581617136196,150.07904,33.70841850477178,308.65312,128.61107236392974,705.0883200000001,49.46519399333218,580.4944,1721.5005188101477,1577.24576
2017-08-27 23:15:00,100.49397550515297,150.07904,32.850335132242115,305.82144,138.53773217310248,699.4249599999998,57.91883515935341,580.4944,1769.023029924015,1608.39424
2017-08-27 23:30:00,100.75668922011218,149.795872,33.1355752163557,302.98976,150.34823417947644,702.2566400000001,67.29747374980607,591.8211200000001,1824.7884308847918,1616.88928
2017-08-27 23:45:00,101.04014952009747,149.795872,34.04212915821611,300.15808,162.81064754261416,722.0784,75.14947392109855,591.8211200000001,1835.858997124654,1639.54272
2017-08-28 00:00:00,101.22143203070866,148.380032,35.00852810193121,294.49472000000003,174.48471789803017,702.2566400000001,82.5395392936096,603.1478400000001,1831.0779885759325,1585.7408
2017-08-28 00:15:00,101.26288917002914,148.6632,35.96830480039739,291.66303999999997,186.05762202765249,710.75168,88.38052168161902,597.48448,1817.285145845198,1682.01792
2017-08-28 00:30:00,101.08323867058706,148.09686399999998,36.934174104442526,288.83136,199.95744481760417,702.2566400000001,92.75056763554642,611.64288,1794.6230922301208,
2017-08-28 00:45:00,100.82139580460552,147.813696,38.65449204034622,285.99967999999996,211.7052042493695,710.75168,96.22554155001332,608.8112,1770.1835862817034,
2017-08-28 01:00:00,100.39406569018682,147.813696,41.38519787508135,281.468992,220.52062697893274,682.43488,99.07110671794003,605.97952,1740.976495169815,
2017-08-28 01:15:00,100.6529416888675,146.681024,44.75671644907241,279.76998399999997,230.00325499778862,710.75168,101.39881452513049,600.31616,1703.8319770953556,
2017-08-28 01:30:00,101.2289767460759,147.24736000000001,48.42352824932688,278.92048,239.80514153792143,688.09824,103.50754311112655,600.31616,1667.2187275760941,
2017-08-28 01:45:00,100.76889382921797,146.114688,53.3385915152033,276.655136,248.3973102072575,705.0883200000001,105.12575682935014,600.31616,1630.2484167527539,
2017-08-28 02:00:00,100.2924311053969,146.114688,60.87903234184061,274.67296,255.6976876592787,710.75168,106.49821283585875,591.8211200000001,1594.6781607095772,
2017-08-28 02:15:00,99.4339628334671,146.681024,68.17064557597558,272.973952,262.209107819919,710.75168,107.52594815562111,603.1478400000001,1569.785659859973,1863.24544
2017-08-28 02:30:00,98.48247746927763,146.114688,71.69734143783772,271.84128,268.38320177113275,710.75168,107.8835335370203,597.48448,1552.4048028265443,
2017-08-28 02:45:00,97.67663378973967,145.83151999999998,74.13328209726096,271.84128,275.65407603531514,716.4150400000001,108.0776884278903,603.1478400000001,1532.4983437739747,
2017-08-28 03:00:00,97.71224006574828,144.982016,76.54713756732605,271.274944,283.7282961724408,710.75168,107.99585765628792,603.1478400000001,1516.5399470424584,
2017-08-28 03:15:00,98.4481063202551,145.548352,77.1470007848696,272.973952,290.16973480393267,696.5932799999998,106.84240089701815,608.8112,1505.6184829011538,
2017-08-28 03:30:00,98.55268530638156,146.39785600000002,75.48020168921093,282.035328,295.43384791913365,693.7616,105.12141846232436,608.8112,1497.4061643420443,
2017-08-28 03:45:00,97.25535888785485,147.813696,80.81199726926252,291.66303999999997,300.32365244536004,713.58336,103.21297995865498,617.30624,1490.74854788184,
2017-08-28 04:00:00,97.28620995062057,149.22953600000002,98.062088423974,300.15808,304.53680799528803,722.0784,101.6268411179675,605.97952,1484.6093202624581,
2017-08-28 04:15:00,97.41257202013638,151.49488,109.76072493341245,308.65312,313.69466591479096,724.91008,100.59747547656588,608.8112,1496.1076391400074,2058.6313600000003
2017-08-28 04:30:00,97.66638834728752,151.49488,111.48711618956344,314.31647999999996,328.1492341742835,736.2368,99.3997755565261,622.9696,1525.9509451284375,
